symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
ETHBTC,-0.00078000,-1.407,0.05477103,0.05544000,0.05467000,0.00990000,0.05467000,32.71450000,0.05468000,64.56770000,0.05545000,0.05545000,0.05429000,29795.85490000,1631.94961237,1697652456300,1697738856300,424060805,424091931,31127
LTCBTC,-0.00002700,-1.244,0.00214221,0.00216900,0.00214400,4.15500000,0.00214300,72.52900000,0.00214400,129.15100000,0.00217100,0.00217400,0.00212000,27327.59200000,58.54143539,1697652455555,1697738855555,93815456,93823546,8091
BNBBTC,-0.00009600,-1.287,0.00739117,0.00746200,0.00736600,0.11400000,0.00736500,3.81900000,0.00736600,15.50900000,0.00746200,0.00746300,0.00729100,22116.32900000,163.46546049,1697652449159,1697738849159,227874497,227900247,25751
NEOBTC,-0.00001200,-5.013,0.00023359,0.00023950,0.00022740,30.86000000,0.00022730,16.58000000,0.00022740,299.89000000,0.00023940,0.00024050,0.00022740,17767.35000000,4.15026014,1697652456218,1697738856218,45561551,45562913,1363
QTUMETH,-0.00002900,-2.100,0.00136511,0.00138300,0.00135200,9.90000000,0.00135300,47.20000000,0.00135800,11.80000000,0.00138100,0.00139100,0.00135200,540.70000000,0.73811400,1697652364404,1697738764404,5404028,5404056,29
EOSETH,-0.00000170,-0.498,0.00034158,0.00034120,0.00033970,88.00000000,0.00033940,773.10000000,0.00033990,377.00000000,0.00034140,0.00034310,0.00033920,11650.20000000,3.97945742,1697652456128,1697738856128,23503036,23503154,119
SNTETH,-0.00000047,-2.898,0.00001597,0.00001620,0.00001575,225.00000000,0.00001563,4094.00000000,0.00001572,15869.00000000,0.00001622,0.00001631,0.00001545,765909.00000000,12.22952155,1697652431439,1697738831439,3918654,3918759,106
BNTETH,0.00002940,8.376,0.00036326,0.00035210,0.00038040,2.90000000,0.00037970,153.40000000,0.00038070,202.10000000,0.00035100,0.00039060,0.00034000,98042.20000000,35.61440748,1697652456502,1697738856502,2254754,2255931,1178
BCCBTC,0.00000000,0.000,0.00000000,0.07908100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
GASBTC,-0.00000110,-1.360,0.00007987,0.00008050,0.00007980,3131.40000000,0.00007980,3.10000000,0.00007990,21.50000000,0.00008090,0.00008120,0.00007890,10378.00000000,0.82891267,1697652414710,1697738814710,20855626,20855995,370
BNBETH,0.00000000,0.000,0.13487810,0.13470000,0.13460000,0.67000000,0.13470000,1.03700000,0.13480000,28.51100000,0.13460000,0.13600000,0.13390000,8297.69800000,1119.17776570,1697652453364,1697738853364,56511093,56518181,7089
BTCUSDT,254.87000000,0.900,28463.67937231,28333.03000000,28587.91000000,0.00025000,28587.90000000,13.61744000,28587.91000000,4.12961000,28333.04000000,28916.89000000,28100.66000000,33857.47920000,963708432.30340020,1697652456799,1697738856799,3244564617,3245821465,1256849
ETHUSDT,-7.81000000,-0.497,1556.80364919,1570.82000000,1563.02000000,0.06400000,1563.02000000,89.03890000,1563.03000000,30.61830000,1570.83000000,1574.45000000,1541.61000000,218184.73630000,339670793.66893900,1697652456811,1697738856811,1211792842,1212254985,462144
HSRBTC,0.00000000,0.000,0.00000000,0.00041400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
OAXETH,0.00000000,0.000,0.00000000,0.00017780,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
DNTETH,0.00000000,0.000,0.00000000,0.00002801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
MCOETH,0.00000000,0.000,0.00000000,0.00577200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
ICNETH,0.00000000,0.000,0.00000000,0.00166300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
MCOBTC,0.00000000,0.000,0.00000000,0.00021140,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
WTCBTC,-0.00000032,-5.850,0.00000512,0.00000551,0.00000515,667.00000000,0.00000512,220.00000000,0.00000516,477.00000000,0.00000547,0.00000547,0.00000499,311351.00000000,1.59350776,1697652434962,1697738834962,20246406,20246875,470
WTCETH,0.00000000,0.000,0.00000000,0.00023700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
LRCBTC,-0.00000016,-2.783,0.00000567,0.00000573,0.00000559,63.00000000,0.00000559,18737.00000000,0.00000561,14382.00000000,0.00000575,0.00000576,0.00000557,124032.00000000,0.70326642,1697652455526,1697738855526,22128361,22128607,247
LRCETH,-0.00000149,-1.439,0.00010367,0.00010356,0.00010206,54.00000000,0.00010227,5357.00000000,0.00010272,1934.00000000,0.00010355,0.00010438,0.00010206,19939.00000000,2.06708831,1697652440085,1697738840085,4720474,4720526,53
QTUMBTC,-0.00000240,-3.141,0.00007553,0.00007670,0.00007400,4.70000000,0.00007400,253.90000000,0.00007420,117.70000000,0.00007640,0.00007680,0.00007380,7520.90000000,0.56807427,1697652450519,1697738850519,24090100,24090458,359
YOYOBTC,0.00000000,0.000,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
OMGBTC,0.00000000,0.000,0.00000000,0.00003080,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
OMGETH,0.00000000,0.000,0.00000000,0.00079100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
ZRXBTC,-0.00000075,-9.317,0.00000767,0.00000802,0.00000730,15.00000000,0.00000728,1524.00000000,0.00000730,822.00000000,0.00000805,0.00000853,0.00000723,705081.00000000,5.40725460,1697652455674,1697738855674,25445694,25447472,1779
ZRXETH,0.00000000,0.000,0.00000000,0.00009940,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
STRATBTC,0.00000000,0.000,0.00000000,0.00003085,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
STRATETH,0.00000000,0.000,0.00000000,0.00105300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
SNGLSBTC,0.00000000,0.000,0.00000000,0.00000013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
SNGLSETH,0.00000000,0.000,0.00000000,0.00005306,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
BQXBTC,0.00000000,0.000,0.00000000,0.00008703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
BQXETH,0.00000000,0.000,0.00000000,0.00126350,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
KNCBTC,-0.00000223,-9.106,0.00002329,0.00002439,0.00002226,48.20000000,0.00002209,2492.40000000,0.00002215,1240.30000000,0.00002449,0.00002467,0.00002191,236682.00000000,5.51280444,1697652452674,1697738852674,20289198,20291561,2364
KNCETH,0.00000000,0.000,0.00000000,0.00039410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
FUNBTC,0.00000000,0.000,0.00000000,0.00000029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
FUNETH,0.00000063,24.324,0.00000325,0.00000258,0.00000322,74333.00000000,0.00000321,105028.00000000,0.00000323,140077.00000000,0.00000259,0.00000367,0.00000259,66872121.00000000,217.23313621,1697652454458,1697738854458,3205089,3208469,3381
SNMBTC,-0.00000069,-54.762,0.00000098,0.00000127,0.00000057,46703.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000126,0.00000147,0.00000055,26662465.00000000,26.13502488,1692586803266,1692673203266,14644423,14651718,7296
SNMETH,0.00000000,0.000,0.00000000,0.00004986,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
NEOETH,-0.00016800,-3.888,0.00428581,0.00432200,0.00415300,1.54000000,0.00415300,2.79000000,0.00415900,30.33000000,0.00432100,0.00435000,0.00415300,1318.95000000,5.65276658,1697652455141,1697738855141,11354804,11355272,469
IOTABTC,-0.00000002,-0.402,0.00000495,0.00000498,0.00000495,31.00000000,0.00000494,7464.00000000,0.00000495,8697.00000000,0.00000497,0.00000503,0.00000487,643045.00000000,3.18007707,1697652456425,1697738856425,34364359,34365114,756
IOTAETH,0.00000100,1.119,0.00009028,0.00008920,0.00009040,150.00000000,0.00009040,44.00000000,0.00009060,8438.00000000,0.00008940,0.00009070,0.00008920,39102.00000000,3.53031140,1697652455981,1697738855981,7783767,7783835,69
LINKBTC,-0.00000300,-1.154,0.00025824,0.00025990,0.00025690,43.51000000,0.00025680,18.83000000,0.00025690,554.45000000,0.00025990,0.00026110,0.00025570,135206.49000000,34.91543419,1697652452881,1697738852881,89946199,89951759,5561
LINKETH,0.00001000,0.213,0.00471344,0.00469200,0.00470000,6.50000000,0.00469500,17.17000000,0.00469900,56.60000000,0.00469000,0.00475500,0.00467300,16956.74000000,79.92456951,1697652442124,1697738842124,20394580,20395870,1291
XVGBTC,0.00000000,0.000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
XVGETH,0.00000003,1.500,0.00000203,0.00000201,0.00000203,3713.00000000,0.00000202,119957.00000000,0.00000204,142258.00000000,0.00000200,0.00000205,0.00000200,785181.00000000,1.59168478,1697652451683,1697738851683,11232195,11232256,62
SALTBTC,0.00000000,0.000,0.00000000,0.00004250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
SALTETH,0.00000000,0.000,0.00000000,0.00113800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
MDABTC,0.00000000,0.000,0.00000000,0.00000382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
MDAETH,0.00000000,0.000,0.00000000,0.00181150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
MTLBTC,-0.00000003,-0.068,0.00004399,0.00004399,0.00004414,61.90000000,0.00004407,141.20000000,0.00004415,2.60000000,0.00004417,0.00004446,0.00004322,4589.80000000,0.20190831,1697652453549,1697738853549,20585310,20585481,172
MTLETH,-0.00000210,-0.306,0.00067987,0.00068740,0.00068340,45.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00068550,0.00069230,0.00065730,4696.30000000,3.19288504,1693454410058,1693540810058,3097721,3097755,35
SUBBTC,0.00000000,0.000,0.00000000,0.00000457,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
SUBETH,0.00000000,0.000,0.00000000,0.00012334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
EOSBTC,-0.00000033,-1.745,0.00001873,0.00001893,0.00001858,3716.70000000,0.00001856,3859.70000000,0.00001858,4416.50000000,0.00001891,0.00001897,0.00001851,506508.20000000,9.48665656,1697652452123,1697738852123,74827604,74829396,1793
SNTBTC,-0.00000004,-4.444,0.00000088,0.00000090,0.00000086,214443.00000000,0.00000085,294204.00000000,0.00000086,6704.00000000,0.00000090,0.00000091,0.00000084,2520225.00000000,2.21017961,1697652440035,1697738840035,12662318,12663095,778
ETCETH,-0.00001000,-0.106,0.00947104,0.00945000,0.00945000,0.57000000,0.00943000,71.14000000,0.00945000,13.56000000,0.00946000,0.00952000,0.00942000,555.78000000,5.26381630,1697652441158,1697738841158,8671583,8671727,145
ETCBTC,-0.00000800,-1.524,0.00051888,0.00052500,0.00051700,132.24000000,0.00051600,24.46000000,0.00051700,468.63000000,0.00052500,0.00052600,0.00051300,11655.76000000,6.04792807,1697652456728,1697738856728,43908588,43909615,1028
MTHBTC,0.00000000,0.000,0.00000000,0.00000023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
MTHETH,0.00000000,0.000,0.00000000,0.00004135,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
ENGBTC,0.00000000,0.000,0.00000000,0.00006200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
ENGETH,0.00000000,0.000,0.00000000,0.00186480,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
DNTBTC,0.00000000,0.000,0.00000000,0.00000186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
ZECBTC,-0.00000300,-0.343,0.00087516,0.00087500,0.00087200,3.22800000,0.00087100,18.82000000,0.00087200,11.46600000,0.00087500,0.00089000,0.00086500,22874.79500000,20.01911527,1697652451096,1697738851096,28080655,28081932,1278
ZECETH,0.00009000,0.568,0.01592927,0.01579000,0.01593000,0.38100000,0.01594000,3.16900000,0.01597000,8.02500000,0.01584000,0.01614000,0.01579000,433.17200000,6.90011444,1697652456350,1697738856350,3583770,3583898,129
BNTBTC,0.00000133,6.845,0.00002015,0.00001956,0.00002076,11.20000000,0.00002076,633.40000000,0.00002079,1516.20000000,0.00001943,0.00002148,0.00001884,486943.40000000,9.80956105,1697652454064,1697738854064,8404757,8409018,4262
ASTBTC,-0.00000003,-1.031,0.00000286,0.00000291,0.00000288,13076.00000000,0.00000287,5962.00000000,0.00000289,1798.00000000,0.00000291,0.00000291,0.00000279,553252.00000000,1.58268431,1697652422918,1697738822918,17608663,17609333,671
ASTETH,0.00000000,0.000,0.00000000,0.00006960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
DASHBTC,-0.00000900,-1.027,0.00087071,0.00087500,0.00086700,50.73500000,0.00086600,0.11600000,0.00086800,79.85100000,0.00087600,0.00088000,0.00086200,4209.87400000,3.66557113,1697652447819,1697738847819,27685636,27686791,1156
DASHETH,-0.00001000,-0.063,0.01589634,0.01589000,0.01584000,295.95600000,0.01583000,19.82100000,0.01587000,10.69200000,0.01585000,0.01608000,0.01578000,1211.15600000,19.25294646,1697652456401,1697738856401,3896294,3896471,178
OAXBTC,-0.00000213,-27.378,0.00000620,0.00000780,0.00000565,2691.00000000,0.00000564,2880.00000000,0.00000566,3279.00000000,0.00000778,0.00000778,0.00000543,5269036.00000000,32.66913288,1697652456401,1697738856401,16103961,16115601,11641
ICNBTC,0.00000000,0.000,0.00000000,0.00005742,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
BTGBTC,0.00000000,0.000,0.00000000,0.00091300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
BTGETH,0.00000000,0.000,0.00000000,0.05274500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
EVXBTC,0.00000000,0.000,0.00000000,0.00000274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
EVXETH,0.00000000,0.000,0.00000000,0.00062490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
REQBTC,-0.00000016,-6.504,0.00000234,0.00000246,0.00000230,2661.00000000,0.00000229,6354.00000000,0.00000231,14476.00000000,0.00000246,0.00000254,0.00000226,2037809.00000000,4.77305312,1697652447188,1697738847188,13911141,13912339,1199
REQETH,0.00000000,0.000,0.00000000,0.00004995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
VIBBTC,-0.00000028,-13.659,0.00000191,0.00000205,0.00000177,3267.00000000,0.00000176,44636.00000000,0.00000178,57053.00000000,0.00000205,0.00000210,0.00000169,9688887.00000000,18.49619103,1697652455130,1697738855130,12548140,12554557,6418
VIBETH,0.00000000,0.000,0.00000000,0.00003450,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
HSRETH,0.00000000,0.000,0.00000000,0.01247400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
TRXBTC,-0.00000002,-0.635,0.00000313,0.00000315,0.00000313,78.00000000,0.00000313,2109306.00000000,0.00000314,677726.00000000,0.00000315,0.00000317,0.00000310,12756095.00000000,39.97346453,1697652448195,1697738848195,69960459,69964894,4436
TRXETH,0.00000062,1.092,0.00005718,0.00005680,0.00005740,9198.00000000,0.00005733,7010.00000000,0.00005738,6054.00000000,0.00005678,0.00005749,0.00005668,3245024.00000000,185.54190710,1697652456125,1697738856125,36519225,36522494,3270
POWRBTC,0.00000004,0.691,0.00000564,0.00000582,0.00000583,39.00000000,0.00000585,410.00000000,0.00000586,93.00000000,0.00000579,0.00000588,0.00000538,723951.00000000,4.08302095,1697652456443,1697738856443,16834146,16835173,1028
POWRETH,0.00000200,1.914,0.00010409,0.00010550,0.00010650,1450.00000000,0.00010690,410.00000000,0.00010710,23.00000000,0.00010450,0.00010760,0.00009850,114793.00000000,11.94871650,1697652455712,1697738855712,3151806,3152033,228
ARKBTC,0.00000000,0.000,0.00000000,0.00001679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
ARKETH,0.00000000,0.000,0.00000000,0.00104600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
YOYOETH,0.00000000,0.000,0.00000000,0.00005828,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
XRPBTC,-0.00000029,-1.672,0.00001705,0.00001735,0.00001705,591.00000000,0.00001704,43854.00000000,0.00001705,49738.00000000,0.00001734,0.00001740,0.00001685,11567420.00000000,197.21443749,1697652454331,1697738854331,156387402,156398236,10835
XRPETH,-0.00000130,-0.416,0.00031115,0.00031290,0.00031150,107.00000000,0.00031170,1721.00000000,0.00031180,208.00000000,0.00031280,0.00031470,0.00030730,1171471.00000000,364.50204710,1697652448205,1697738848205,29854525,29857614,3090
MODBTC,0.00000000,0.000,0.00000000,0.00004280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
MODETH,0.00000000,0.000,0.00000000,0.00116700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
ENJBTC,-0.00000015,-2.022,0.00000732,0.00000743,0.00000727,14.10000000,0.00000727,9477.30000000,0.00000729,7064.90000000,0.00000742,0.00000745,0.00000722,237124.50000000,1.73601597,1697652456242,1697738856242,40346338,40347386,1049
ENJETH,-0.00000080,-0.597,0.00013397,0.00013410,0.00013330,135.70000000,0.00013290,1011.80000000,0.00013340,2404.40000000,0.00013410,0.00013530,0.00013260,43725.80000000,5.85773717,1697652448953,1697738848953,7776656,7776734,79
STORJBTC,0.00000065,5.183,0.00001297,0.00001252,0.00001319,18.00000000,0.00001311,1186.00000000,0.00001314,277.00000000,0.00001254,0.00001382,0.00001232,703833.00000000,9.13062593,1697652452109,1697738852109,13767323,13769721,2399
STORJETH,0.00000000,0.000,0.00000000,0.00029910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
BNBUSDT,-0.90000000,-0.426,210.21385965,211.50000000,210.60000000,0.04000000,210.50000000,935.69300000,210.60000000,629.22200000,211.50000000,211.60000000,208.20000000,283770.74300000,59652543.14210000,1697652456354,1697738856354,675119459,675225929,106471
VENBNB,0.00000000,0.000,0.00000000,0.14920000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
YOYOBNB,0.00000000,0.000,0.00000000,0.00059800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
POWRBNB,0.00000000,0.000,0.00000000,0.00385000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
VENBTC,0.00000000,0.000,0.00000000,0.00013928,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
VENETH,0.00000000,0.000,0.00000000,0.00325194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
KMDBTC,-0.00000018,-2.381,0.00000770,0.00000753,0.00000738,217.00000000,0.00000738,203.00000000,0.00000745,22.00000000,0.00000756,0.00000816,0.00000728,284036.00000000,2.18695800,1697652454924,1697738854924,14318182,14319180,999
KMDETH,0.00000000,0.000,0.00000000,0.00020970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
NULSBNB,0.00000000,0.000,0.00000000,0.01257000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
RCNBTC,0.00000000,0.000,0.00000000,0.00000074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
RCNETH,0.00000000,0.000,0.00000000,0.00037604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
RCNBNB,0.00000000,0.000,0.00000000,0.00347300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
NULSBTC,-0.00000024,-3.871,0.00000614,0.00000620,0.00000596,25.00000000,0.00000598,585.00000000,0.00000604,851.00000000,0.00000620,0.00000623,0.00000596,32747.00000000,0.20097759,1697652455085,1697738855085,14867828,14867952,125
NULSETH,0.00000000,0.000,0.00000000,0.00051926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
RDNBTC,0.00000000,0.000,0.00000000,0.00000447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
RDNETH,0.00000000,0.000,0.00000000,0.00071530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
RDNBNB,0.00000000,0.000,0.00000000,0.00623000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
XMRBTC,-0.00004900,-0.921,0.00530260,0.00532000,0.00526900,0.08700000,0.00526900,4.99600000,0.00527200,4.22200000,0.00531800,0.00537300,0.00520100,29026.92700000,153.91805470,1697652451713,1697738851713,48789420,48801706,12287
XMRETH,0.00029000,0.302,0.09684763,0.09617000,0.09620000,3.19400000,0.09632000,0.54700000,0.09641000,3.98400000,0.09591000,0.09803000,0.09484000,1344.26600000,130.18897123,1697652446842,1697738846842,6250984,6251827,844
